beta,gamma,alpha,l
0.1475145211037243,0.056462996372732895,0.31197570642187566,0.8472568703349381
0.12730425490931555,0.025763879253925287,0.4773321603151882,0.8530179121589285
0.14549509990366905,0.04230320705423471,0.44386740482153275,0.09436265718617898
0.0716573491280762,0.027175421172873627,0.3270608765723658,0.957759321620799
0.1650942467494238,0.028613912107237974,0.7863618273222741,0.4692695639090856
0.06254718059336352,0.014452042036150217,0.015107328151742982,0.23947712334594107
0.16527056073858382,0.03688344563301188,0.938717977118944,0.5452439914169077
0.14080127732964487,0.029068112059576053,0.294350475138225,0.29543003568171056
0.045292946133609756,0.03556942870638815,0.532846811419079,0.313927333172378
0.031110225878991437,0.02888965305501108,0.8955680948881513,0.4423608989222646
0.042535836668498854,0.0370467027993712,0.6634740808601413,0.8828586025845431
0.08164851605949086,0.03522041485360569,0.6416463019511174,0.25916658087242406
0.07888740757384359,0.03571001782434639,0.08111475743713126,0.6560506654939952
0.20447997035004928,0.034451597572417156,0.4989384062038581,0.15819379744721274
0.094096975888678,0.043999136788544876,0.4595033032559662,0.7331861278072962
0.04639788157498946,0.03355453146590091,0.5518056454462864,0.36550085769142193
0.16432168350156062,0.03670802363160655,0.7241922433802277,0.44597329528098517
0.11265769845680705,0.027911833412324092,0.7933834029447034,0.6243076098978463
0.05700380532261259,0.0455369002965925,0.50368491626071,0.2472658118384906
0.043187273386851834,0.0339333454855058,0.7455766222806378,0.8630138374475541
0.0765729378151082,0.034643032105811974,0.5016565025844483,0.2516288796332212
0.034389251433047226,0.021548270911368617,0.4527295605789212,0.03742091708961737
0.046549883167463744,0.02385981580337341,0.8342498850440128,0.7408340704151737
0.06065850711754198,0.021775946817729718,0.33908913565129917,0.08036027797941125
0.09916615843718815,0.029776735849242272,0.6420767322585184,0.9156861442493243
0.07296082622593093,0.02509488404830488,0.3724866876687668,0.8003194300838038
0.02661546709204444,0.025358099571143582,0.44550748209772795,0.4877715280232109
0.08474078201045564,0.0336064699689494,0.8272043096073313,0.1832403570468213
0.033454644891561726,0.02714990961343769,0.6318665373875766,0.7859021167680202
0.21903623948176199,0.04880802638591199,0.4643510141859706,0.23896046902074586
0.09998931316461487,0.039305314224800034,0.7307632316597618,0.24108108194681266
0.22409336279554007,0.05306836963602926,0.7690391607376946,0.5359417072391972
0.06762626473401043,0.014353538908711175,0.9303156693464472,0.6455198245944552
0.06619364463860256,0.044523857927059,0.3361584617100567,0.19592090077476332
0.08409724662435476,0.04578186194809128,0.5217419931666809,0.9138803375099753
0.13899612317279458,0.03012798299029444,0.5165248184826542,0.7263566431530136
0.1137196445722296,0.02554159802400054,0.15865059818586902,0.8632145696780016
0.02816811520645443,0.01485135985983713,0.4730446387896886,0.014921663136632901
0.11229034852317171,0.031161657633861535,0.28619584318213764,0.5042915095710021
0.09787472199565293,0.04128423843975353,0.38386411839335954,0.07543925329947176
0.1539033454691829,0.04855593180853994,0.23286238245839175,0.5076598188475766
0.0358030320986624,0.0230922595566387,0.9400134769470174,0.7509748485579945
0.14978525572639875,0.03633777455961712,0.7729668981116213,0.17150716453668724
0.17117127592237397,0.03341653360596051,0.9555468682649193,0.7141882931387402
0.1813328935435518,0.03705632309836047,0.45769890735172303,0.13292424413366577
0.2682337015876608,0.0485129997016751,0.19969295228588946,0.4260221720427193
0.20741969233992102,0.04210306743366166,0.7420997325414843,0.26876359920205417
0.04492499469274195,0.009570640497559266,0.8450296101382163,0.7420408637909023
0.09168760801534438,0.02498837942775315,0.5160995240592691,0.5677591216811214
0.08228697522187294,0.02417610992773466,0.3684200953441249,0.38609355998607253
0.1609953158003623,0.028068264972356836,0.813398808084887,0.07263515384689445
0.05156925504089929,0.015902150710164098,0.1738415194609586,0.20381132323681905
0.11506109931677748,0.02467267270594986,0.6094323371121311,0.6209918954634083
0.11755983646771995,0.029309960746350498,0.8768835199802515,0.6282453655241578
0.09793049400149134,0.020875277255173144,0.5761915943199335,0.9890458875245772
0.06587711569447374,0.04368403750634229,0.7855934937402901,0.032159445484040594
0.03697538826018659,0.035534451825916344,0.7474570898998382,0.284764380304001
0.08998084582317142,0.0292531695743991,0.880671387099841,0.3516623034877736
0.2219524135212937,0.04389397231816898,0.6467116671315377,0.226987774672619
0.18071296709828477,0.03939826584131568,0.3436587411462255,0.980384899211406
0.26174214822693437,0.047135704667790476,0.055020954771731634,0.8056238903257052
0.139330018130802,0.03825454454504132,0.4390108427399845,0.6614361466293438
0.052413824627054975,0.03854886168912844,0.8309348882674703,0.1679819715987092
0.1872975898561042,0.03855152361214868,0.1859501193762494,0.9492675947499148
0.10411341173380051,0.019545476408165736,0.33509864018666413,0.5892725475583431
0.32725686331962345,0.05561761161929682,0.4704222231705466,0.5487317614279608
0.06929976033920238,0.020306211976616924,0.22244009250921304,0.4780042663357076
0.1955004622255781,0.044380696910293976,0.5932860558799584,0.4765095256867721
0.046844623112001896,0.01719499300116566,0.40949985352140184,0.19721707826217139
0.0971301279195156,0.04676197418221964,0.7442318257238347,0.13682111030901767
0.12132249660937812,0.024702483552545423,0.38702718518252144,0.09122795052143817
0.055750925820355686,0.026388644824732656,0.7019328411777472,0.6545522137508389
0.06575909860182444,0.013130306846711626,0.3059759529795023,0.6838252851305193
0.03889610653992719,0.025524412889026217,0.7085778835501434,0.23099260352869244
0.043305043457398246,0.03026476080243462,0.5348098857967543,0.06510143550645842
0.0633094812205236,0.03846703391717003,0.11019012388156435,0.7682424321337529
0.15551397858063942,0.03204887142610963,0.7433771501792249,0.2508767542952355
0.03521607095535612,0.03155454738572159,0.12539869121211322,0.8366923314898627
0.056630730636740324,0.01992857131056392,0.8612833181521204,0.1738104616911741
0.1532475957662913,0.03486253884310194,0.8984004100127826,0.6626921289982853
0.09463830817337095,0.028990766825179915,0.2878035575487956,0.7493007574819917
0.08362042802539349,0.05761147717678643,0.5653313395720372,0.5064244270126287
0.12961331117203745,0.04293506776317177,0.058964870402032576,0.9674490803635007
0.010692251196052965,0.007289183413663903,0.8482210642545809,0.5894183023599967
0.10659060030523634,0.023963378322009413,0.727488368450538,0.31732411353909673
0.09015674931874872,0.024457268600877193,0.4650288296410239,0.4125701589478399
0.1582441092146774,0.030160699012345825,0.4802867442756935,0.8712157075299147
0.07620061208497875,0.04636687343148031,0.014078132668149279,0.04770936022920169
0.18221896567518622,0.033091701216305135,0.3257720709081706,0.6333835088950422
0.21369216938804333,0.03753916260568173,0.6139301644321715,0.42775307111894245
0.05871312254377392,0.046809702725781305,0.040091066941561504,0.9406433205042843
0.10363882795191068,0.028733965911579486,0.05845712071204967,0.2088735466489796
0.10421729384676272,0.02699232573809993,0.8441340976592607,0.15830571261031057
0.16451183868065666,0.02966450529272514,0.976359135616011,0.9482146070315108
0.16712017216659872,0.04894768520567472,0.10542524176865165,0.33339614602836953
0.15261314038387844,0.03829434413607545,0.016118794354405663,0.4796028803240403
0.07569693640621407,0.02758129915203828,0.1671790845168466,0.8827429857155598
0.058354702387156204,0.038779200330731435,0.32559614474339427,0.6480283023117639
0.2195948415772919,0.04137782707141495,0.20952375540794665,0.1346240923585139
0.04981997595865151,0.04197907024856674,0.1649533254136597,0.23836254089503905
0.13307537628424382,0.04484726049593572,0.5965297050785204,0.25566362632407946
0.1406534299484016,0.03808983411146976,0.9802762055491732,0.4361754504200569
0.22132891180281075,0.038992472840664594,0.15595394451660605,0.6339270215035155
0.11976779512970502,0.0366304654841491,0.6414932996193624,0.5069425558614127
0.17661337722628118,0.03162804296314758,0.3717970017709641,0.4090933799290345
0.18110617728621603,0.03216346878359457,0.8110365449034782,0.8399561573910895
0.11219895363559734,0.03117588679288889,0.8783883224023789,0.6610438178647244
0.05183200544709561,0.028746180754726576,0.38560666035664826,0.038484111195853155
0.11525941097461892,0.04553957699366859,0.8638988058713015,0.992008973144568
0.018572369114621304,0.01387946657265108,0.5986801341901555,0.9734721509891653
0.10029131015135867,0.021469742920500266,0.5261054665651107,0.9517712824565995
0.2164738289926502,0.04941837931235141,0.7812526602453891,0.1659876705937765
0.13691068062765288,0.025507663603906248,0.010301814531915476,0.5906217365246422
0.17316402069698897,0.037648589732886,0.6449152045215593,0.7498829348823942
0.16247798874018615,0.03876203123201965,0.9158475261350699,0.27172176614641685
0.2142164547902279,0.037211934835837956,0.30520360415046666,0.4095186275099949
0.1802839616927095,0.032342313157077134,0.05780178749392195,0.5817752417969881
0.038061288150040645,0.021832455231422007,0.6266458595788335,0.9350734023202383
0.07585431488836603,0.03498109641056851,0.9383849809963352,0.17978755832076865
0.03697358948659731,0.01960783232431794,0.47033018353746414,0.16197048039888695
0.08666777857584831,0.0335396918653501,0.07414984220737053,0.5560651896492136
0.050638512140924095,0.023390165125516074,0.3755344276236693,0.8679289213807413
0.08036266000638081,0.01534868940877503,0.9649723239506404,0.504505239940564
0.10569541919407208,0.020772631284858623,0.3821703077360612,0.5163182732480345
0.09916122804389213,0.031248953720306186,0.972867402018122,0.3953511294175185
0.05685671485837616,0.03238117732163175,0.021592654584537296,0.9374317447282551
0.1743588419604804,0.03311150127266542,0.016818703802206958,0.5639158065275807
0.09056062590566732,0.04210004125632615,0.35817368423916174,0.08285238087741931
0.0748569585541027,0.04204617722393478,0.6525710589967645,0.12653016699466468
0.1918654969753683,0.03292684246224026,0.654499652862828,0.4981078310039725
0.18670076507625816,0.03614410982071998,0.3392604594432551,0.17349800178596686
0.050122251001836024,0.04667777363271906,0.38428164176958834,0.5842959756322392
0.10203941021123601,0.023979062114899162,0.18003772319818467,0.5085565525161058
0.22258051406585264,0.042215542579501476,0.24698803782556178,0.09948636561785018
0.02338215731981204,0.022198490821824485,0.13836348848432023,0.9164459990050198
0.08796450563548619,0.0229614223883269,0.8696341358962472,0.5514587996001857
0.025382804174802216,0.024602818737625595,0.46758648481603815,0.5820087061566428
0.11876149632053652,0.04685602078681275,0.12209579736145992,0.5117299655695359
0.24649256896628796,0.04351950661528836,0.5486030420363239,0.8028779561423073
0.02715496436482535,0.024651669069271524,0.2857258387735928,0.12596006133306215
0.14021438453106536,0.036890249226016414,0.3846781411663077,0.8243001138637562
0.04230354140881044,0.022185123920499122,0.15279986402563162,0.6009439596609047
0.14413843020486186,0.035678426167311386,0.556794818014221,0.7867693763700719
0.041453475030244026,0.03145264124299123,0.33805920429633185,0.7750877125150144
0.1049153918474618,0.033611136553657814,0.9781472868851356,0.4363485763269863
0.2878149763443948,0.048422572250885754,0.42571279548387064,0.5955626079505848
0.12212205606750341,0.04160570243296356,0.692636649251953,0.6116678586849796
0.13649568248541144,0.028186697446202405,0.47435501580913375,0.4258436571838673
0.12319495521943076,0.034175367598130287,0.15572946245491903,0.21011095481823705
0.05211997761703691,0.019683811202706472,0.1943824338006307,0.3163793534091025
0.03728361657666987,0.029768278137831467,0.08926612388162214,0.9217235441010349
0.15279151765012272,0.043213947210732545,0.7024385473040574,0.16015060789726787
0.09361727297878675,0.02779958983114059,0.8331556545015683,0.21945872549537515
0.12573861036167913,0.030867438513850178,0.04656168130269667,0.9750297402276815
0.05831261086062488,0.03951689625135876,0.0827473085751721,0.19641748492214095
0.201533287060717,0.036315570319231175,0.7735225260667433,0.9778255510463805
0.07677116364486151,0.027019658784183095,0.6318800079721916,0.674253298324644
0.15880819638596086,0.026793327706590167,0.4745861270123901,0.04138450059754739
0.13554959041411568,0.028381177810913726,0.9199075211658706,0.6696496556070944
0.0547592789259649,0.04740185453638911,0.04959943623119445,0.8101554435820907
0.03802359618580987,0.019883765692127096,0.6617100389416528,0.9989219767191527
0.03323578785513632,0.01752734126877126,0.48775072534033936,0.13906965171975838
0.16542137292732326,0.04778062558764873,0.25146855513230193,0.8274512418613891
0.09602583489365504,0.03372383640367824,0.6380117190713132,0.7281264929478247
0.07560740987430718,0.043500208276638766,0.4635679846171794,0.9546059608868801
0.3028928546884194,0.05413289501517894,0.26845973609810336,0.4509554924128679
0.1870124852240205,0.03372988857761795,0.03918557841468817,0.8299417101721299
0.10172773160310034,0.025470958695883984,0.9449967865907164,0.0686646661257746
0.08341390533588747,0.031029766282652613,0.7517847983099083,0.9882837454053179
0.052629055343934715,0.022406814472655495,0.6444381386921261,0.7946403268324633
0.12846247990169027,0.030248532189665715,0.993322990225662,0.6006788558517983
0.11267085278844684,0.0442772142067971,0.6681459687732425,0.2166606966871325
0.05928157137802684,0.019573493436895475,0.5952002955345871,0.2942553487806423
0.030625750764082995,0.020067711649146627,0.5483112724539277,0.44934287885471147
0.10382682478462502,0.03921768669678765,0.39910211560422393,0.9219576786284159
0.07695694282061688,0.0381957995276615,0.4650211653306928,0.614973087474636
0.12756757143856085,0.03917108635334724,0.6595171765252286,0.5305876683386173
0.16307846022356115,0.029393836693210815,0.08753942673155679,0.11971622659670333
0.16274504695377617,0.03397462857752443,0.6412043439175549,0.6443839932558876
0.11182362177664582,0.022965081420989387,0.22693493363780037,0.2484828348623428
0.07866122196975149,0.04173298744854654,0.9252229618223607,0.25696374898336816
0.11765592768597473,0.03453637151456156,0.9688766681263384,0.018349162504924355
0.11262281626374818,0.02222485760570314,0.52606645519497,0.4923646595255209
0.04504303938160675,0.039351188411793636,0.4943479202994243,0.835138508579215
0.11509309967791917,0.019265145682300335,0.7325822554301007,0.13532525064289103
0.11473062867713678,0.024107157963635294,0.24008439291293648,0.510925746170682
0.16281284190329362,0.04777056380128558,0.548371945263422,0.6648155200271948
0.11467574840188816,0.0324634089432834,0.4121428646034988,0.6709841547825922
0.1203941052760323,0.027759161049644952,0.845662651227193,0.10384914877137408
0.12184571608921894,0.05164668820159632,0.03191183456160018,0.16094722109270243
0.0858831184586454,0.033553429131551196,0.10734847791840874,0.5749549239483812
0.13786962011571352,0.027142515477386057,0.010405864050614722,0.18009522221664465
0.15576688054432528,0.03994834238857025,0.9547220938645424,0.7114977804391257
0.068583813953254,0.0464338661572669,0.4124777489056627,0.3419540491738535
0.16218340875114473,0.03274135064905997,0.8135032477483316,0.9034198234304147
0.03434516337205249,0.02391256694458025,0.46077263742683305,0.5837484387213727
0.10265421360602693,0.025000668048013316,0.04816822314484848,0.8680559824859387
0.13656745671433135,0.03683128114226235,0.5578265076642616,0.5521297162018804
0.06845189231567128,0.01907671895795819,0.5377380850988775,0.24918950943171592
0.20619865093016998,0.04081923499087611,0.7194130760758297,0.9017115623466042
0.0935737579202233,0.027322078910064003,0.5650524546071408,0.16943451895195205
0.03139862178220959,0.020506682392192215,0.8200585043987394,0.35715033911823213
0.11261693561225064,0.03375295650680466,0.7555768865927351,0.021606888528623136
0.10192687135079129,0.0231960303877844,0.5940906823478475,0.8613710284745135
0.1251608220891184,0.03875431118860708,0.23911338099478074,0.3794955815617347
0.1278299958732566,0.0380593077769202,0.40672959310018486,0.9072606486191623
0.04177169633400903,0.021739494334474103,0.12007970991261718,0.38272848986903574
0.09230254379399704,0.02055647612317977,0.79358574696047,0.4124769911245414
0.1193473020508226,0.02969512621453042,0.41421229565548856,0.8942477347113675
0.12850348106158502,0.023865870869748847,0.06302165606901977,0.42632004284948777
0.20544499793463306,0.03862952119541478,0.6356116396502385,0.9622499928503999
0.2531405600883945,0.0439334611864072,0.7253243206293086,0.46202113794131927
0.031561699694290256,0.026906080446161044,0.961574401947096,0.6356326825187948
0.12572166875336827,0.025390813061212415,0.8630406738974415,0.996808822590934
0.2801857892154891,0.05802326057418389,0.22554883843418927,0.09356487701871652
0.28640534909013693,0.04913355011338105,0.8555355285931383,0.19550311266892495
0.11851577183891292,0.03869839311934135,0.6295794032219525,0.5311798075376828
0.19060489055029656,0.03883771881507054,0.5699661106034747,0.683132057735946
0.029659262882890492,0.026368845109737617,0.23639769406979072,0.5611283026157476
0.12612602640013043,0.02425578968942648,0.27874605222689475,0.037287176666402244
0.028499673541816692,0.02528584153830203,0.40605437750199935,0.5247607716395958
0.11508729333306683,0.03946089181800448,0.05802497486325142,0.3663653089522343
0.03463112097630318,0.03364402768392405,0.1492931195484538,0.9247914662897014
0.1222370410228186,0.03037258105009875,0.9398351356197455,0.39771786541262355
0.10448352619402926,0.03734988033748779,0.062172082998223965,0.04402393673655791
0.10988664049242937,0.03911308237762331,0.9473048487195902,0.5171372579499666
0.19385773094252395,0.04416279425978986,0.7441298129248367,0.11425437199726451
0.22558940916051298,0.03948376887099018,0.8107854195443075,0.8600498240321295
0.12678422885583002,0.025706253875924095,0.9429064015010651,0.40722343083307455
0.09119857758530643,0.0329415913708277,0.6276088121620812,0.5249624733746556
0.11303620544641194,0.02531083546309681,0.8249201388981416,0.2447832838234869
0.07025219772446467,0.032977771552072876,0.9664707922329902,0.16897198387440593
0.05449387744204644,0.04158013481172006,0.6652790512817529,0.4080972667113829
0.11217015688797284,0.03093250321900049,0.38083163198726455,0.5426021986883045
0.0696336479993444,0.026043211855255276,0.06743925276949636,0.7256112798772025
0.04448922856341956,0.037204984902045955,0.8855688319143,0.42758343260731746
0.06777106069032436,0.027473575952449758,0.5769241449299849,0.7883955073213695
0.17197851676443957,0.03740223462021161,0.019194467854986907,0.4744725641888694
0.1854727117538968,0.03458037668511174,0.5643471127197276,0.6626839628257409
0.1861184989883783,0.04057420137707189,0.42668320419708783,0.6399758001900941
0.14190909408651065,0.02388008426374607,0.2838180097212779,0.30908010468548697
0.13603293735510763,0.02532436937107639,0.9242643842814727,0.6844753750060488
0.11186893089209721,0.0394055444018262,0.25564489974494486,0.2426601728937191
0.12390147280683224,0.030721393869348565,0.9508456699984991,0.8110479245230133
0.11266826033695314,0.024845638387471225,0.7481875959904625,0.9247022715272352
0.05837244936545478,0.025082034559365515,0.5617890622196322,0.3710391780099711
0.1971322646448112,0.038240902256354334,0.5809992843925132,0.7526265683238124
0.07731007397709783,0.03083319460525136,0.13522097627779084,0.0865254698029303
0.03136615363766326,0.019944768881359067,0.5701663615577423,0.40538458205141914
0.031622868302441744,0.023317830906366126,0.2544260204469805,0.3525600334227946
0.13208644132977265,0.056164896827347696,0.8965017151511505,0.3352519929155433
0.29204183985222626,0.04931822096079382,0.34961619601745564,0.8932417614828458
0.18169884000182354,0.030978107270197293,0.781298703335004,0.9937498305433836
0.1549514579626845,0.03765590055512419,0.9990822340185911,0.7032846247435012
0.17276540333789103,0.03232690189625653,0.42779462765484977,0.08366514280152448
0.09243234113201478,0.027733302660127385,0.0924566581033468,0.8741956662808045
0.13223857298533906,0.03827939662055708,0.8387183092491288,0.1574928733850154
0.06758605221182733,0.04776171426208847,0.5534634309709214,0.22604732141894313
0.11974309694639863,0.05134763104038647,0.4690768300659097,0.09629855324001435
0.11319832415545321,0.045109246965581246,0.2229645679544826,0.05782118115357515
0.07397028652935683,0.03330961839120904,0.7861242562821313,0.8323529667808007
0.12039786931251849,0.038810332168779965,0.46715494771872246,0.7940807460200819
0.09450678421564625,0.0297586462426224,0.08046037549786367,0.8302227433507581
0.09757067922161759,0.04313253741537076,0.22564048711942009,0.9434580390020983
