beta,gamma,alpha,l
0.03795426316349247,0.024211669623226587,0.8362199660868881,0.5065946744922623
0.05168930804494773,0.028814847924976635,0.3835337356107703,0.7235572407013281
0.04481216269177482,0.023724938070277205,0.736801270391578,0.024062493263868
0.17101342162292937,0.036343077296490583,0.7629369620341747,0.14457317983029572
0.03149195347002904,0.027697835146355675,0.5406520993349024,0.5064633515844533
0.10429077335178712,0.04320558128640789,0.3191955399902413,0.9204224705146243
0.11222922362274365,0.036686263633193814,0.3041988724530892,0.5566983341868079
0.16794137212726326,0.029132324579236958,0.8559014349439029,0.3016657132630689
0.08270579553179068,0.04254231891057167,0.2836297843899984,0.7340743402764083
0.05285630241744826,0.02281492631583997,0.2699157866409365,0.23641284104161264
0.0367496031571332,0.027612699301540835,0.9250087446739348,0.04177920271536428
0.10568200415661654,0.030472194328152215,0.7014937922212399,0.2214862367651702
0.1771517221705393,0.038382911939474476,0.9772369914096918,0.37992236873174756
0.2334181709339768,0.03995532223266407,0.6287353992302678,0.40720545294750843
0.09885547021871655,0.037167031923970806,0.11374524473965753,0.3381359314926736
0.10803015471517625,0.026805110865803665,0.4660322043996791,0.4521009687733729
0.1499789287889943,0.03552361541869968,0.8921755258993963,0.37016021420531864
0.18284657444975486,0.03341606723649155,0.28296818585336214,0.037125163075432455
0.07254078851607562,0.024980654946411128,0.33421310649167457,0.5855233966135901
0.12062043959400462,0.038549677606787,0.08801883086253826,0.4344994987733928
0.18042413340709942,0.03683722244775696,0.34292701591629493,0.35205938395943515
0.07622810061612027,0.04347304162805223,0.8241773966442424,0.6229545652592753
0.20793966020080729,0.043947742597292866,0.04823261683828428,0.456837154844019
0.09050862330592419,0.026365048342873787,0.6173450460045579,0.7821703226608571
0.09465045386366587,0.021884603346333062,0.17078442995209264,0.8004872489176629
0.1464450144390654,0.02620636140005328,0.8376289241080543,0.8470726787982418
0.06360053249020323,0.04435977437669302,0.8637967771509406,0.8777245777751792
0.22445976525261466,0.0454892302841067,0.9399200838143656,0.26276882898006315
0.07138793784845672,0.025194067265738442,0.8389150036687827,0.7431887004819161
0.12907056373963588,0.04897257520013991,0.134335230610943,0.4101643183671523
0.08236054810559759,0.04548734476197578,0.40486083091771974,0.16748334035941748
0.053789287419264004,0.03856317863072464,0.7340135851392426,0.35854384032256137
0.10568061440347999,0.022457697057891086,0.7864261004164842,0.5578829117182433
0.22045490652145114,0.042520696996733755,0.835573831564441,0.996581251310485
0.06859190287563231,0.02063777704348655,0.9062703609587454,0.4263755516149992
0.15677476693563042,0.031988256759825945,0.7521355679941046,0.7756628931479266
0.0267976443474739,0.008956028920822905,0.2832393320146447,0.7873844580079182
0.23007096557657664,0.05014784819439659,0.39245822689307874,0.41536561715023823
0.1379443019611019,0.023498833957442535,0.9679998045111341,0.00897975595193834
0.08470951308018802,0.031573856863446874,0.8814387888977719,0.8831338552243203
0.046344149857097054,0.03210723614767182,0.7218453526003387,0.49800495901033726
0.21067316714191792,0.036247578837056704,0.0961662850735494,0.05805244401990628
0.16298584890432025,0.03362275165303358,0.15707476815580435,0.2626877497869292
0.0788526751367532,0.034138942356038024,0.14745455660483542,0.7291631761155424
0.06353846287789437,0.03372166847714679,0.645291509656492,0.837073732832717
0.09696333399582943,0.040541885187242103,0.5071702027779268,0.21087787845626127
0.0324860403757865,0.030507672617663514,0.9022879346932378,0.5045433895135515
0.1357389639431952,0.03891218540204756,0.08528398891705624,0.6391090876033566
0.17167106094619614,0.02908773742326256,0.702818920091167,0.09667131437141674
0.05829356250350009,0.02468166073189907,0.41463791957467644,0.36576520426021064
0.06807084478714899,0.03900846370398102,0.4305102625089313,0.711357421897798
0.02601070741455626,0.004482787480866009,0.8169744368077074,0.8359434992851977
0.2354939095875496,0.054804057881033125,0.0995486254725414,0.42749348270051923
0.04374916746797753,0.027480748857194558,0.7479096950231453,0.47346299512440415
0.1642260570694166,0.029677369989692722,0.831068111466483,0.6204463426117617
0.11629366511313509,0.03798164440688756,0.989561070807763,0.1601553206547086
0.11732542012502818,0.03153894159212503,0.5264040824294595,0.07830569096252138
0.15126842174537128,0.03220263338739336,0.537414405059333,0.5694409782307472
0.02588410040385394,0.0252414371063377,0.5492157591703765,0.6018887976504769
0.14702877497794206,0.04105507213724978,0.45847762109233026,0.16026733314309527
0.055245878900666776,0.03147145122182759,0.8272818418663069,0.29890682254917045
0.15732036372033356,0.03030586815655209,0.8074320722827703,0.39748167405049495
0.09239567285308832,0.02755906747005019,0.599797737676045,0.24387268942739637
0.17807632415891073,0.03841062208695673,0.9540048977605874,0.6704970836490998
0.09443645855621684,0.034948768393111056,0.005798049640360126,0.023870737480467086
0.11629664697894533,0.0335112754448857,0.020028897868129447,0.14983058113507697
0.10873366480708029,0.02725381424500572,0.582248116292882,0.7094540744021925
0.21809732753849023,0.05484547739788863,0.35602574065794956,0.8923212001843743
0.104706060018261,0.02532137362090285,0.5835124432287502,0.728028147073726
0.21960575476943664,0.03832335895038952,0.5082959930436668,0.1950914409536133
0.08852812789451807,0.04718293982005524,0.02034195506552161,0.9561729090851084
0.1796764103402829,0.03749192514298921,0.08264929712574443,0.06008149236598359
0.14941668491622725,0.044957683895102456,0.425495536757603,0.3003953378021481
0.16831995042991052,0.03891601647551741,0.11229707963923241,0.6944169040706832
0.06799218184371812,0.032054092616372334,0.3456107928574782,0.7629590681496665
0.03334911695111452,0.027608698543720892,0.3072509492503027,0.5055407848774687
0.12479649915878342,0.031660442021199865,0.3351775031891979,0.6891157507795737
0.04004171755833525,0.025732780279195414,0.5395275985085402,0.24786970976766654
0.15831686489975397,0.04079758352580868,0.5697574819898881,0.8163887349803658
0.12512533540641432,0.03110672902424751,0.8405481144657857,0.32263313670719307
0.10861025330086083,0.028950202857194685,0.14530171760187827,0.7473489572378976
0.14248253626610216,0.03447987502014499,0.8614170719726495,0.5553286310965385
0.09343897937259305,0.03827413461289046,0.5711073022499137,0.15820701172182705
0.1806574731057348,0.03597179011467129,0.6547384177554745,0.14027454582611187
0.060298001042398526,0.01727888201655171,0.7003454521360387,0.6807356706022311
0.15402690612060094,0.05016108627459241,0.8154989577850497,0.47937409917897933
0.06763886338663218,0.02494389588118942,0.9945319689458463,0.5586466980904399
0.11511211776554771,0.02897810413112741,0.016184605547311826,0.36630286353060315
0.1075526128859836,0.02005422126372617,0.9104218576247176,0.16174437333682923
0.18355510676380626,0.034064586253828626,0.9224802156010645,0.4466075148032719
0.11589650621185808,0.027847640463236886,0.8552761453451495,0.4263211328480381
0.03008318208839291,0.021475570866453297,0.02385184940243379,0.5852319900851549
0.14202894842793906,0.04668629421237876,0.5843910126421917,0.6949508068301653
0.07245297239319416,0.03553931608688744,0.26722462722156537,0.5288664130227905
0.04959706479220435,0.014060330954166825,0.9162591756465591,0.5020471868899976
0.12533378083455782,0.040304922554335584,0.8563196678280834,0.5080629851904224
0.10003105780568543,0.03648535090586044,0.20664231217652096,0.5892114174779123
0.07547873370826595,0.021705894367178936,0.46092003253797775,0.3259208819946221
0.17173424220598674,0.04107095158433313,0.1713433635044309,0.849161815681761
0.12136421802148904,0.027590478264175256,0.5580532055003627,0.6078720927861803
0.28358510757545774,0.04932718350253859,0.7868313967421625,0.7949914750919819
0.17296258562521455,0.04359410721910201,0.6525416688938178,0.18585210272460473
0.0911721210418218,0.04041712468580139,0.8540088658083675,0.7093008522615212
0.14453908861522777,0.0343089594512499,0.7513493519564495,0.4772277938125714
0.16689939498603112,0.043966153855049005,0.5871785494221383,0.572847917070061
0.1931761680522627,0.03768614671402929,0.9072983936433408,0.7002652999998324
0.1492937327048265,0.043759087287711385,0.0323669195134505,0.3538254979518658
0.020790092460942232,0.019249306287962693,0.2704441021238445,0.4993038216483807
0.03549046914713083,0.025648396038632053,0.7220410780375812,0.47509997374980595
0.06944394297259165,0.04121911532142272,0.9540333704010256,0.12772312825646714
0.21962552617066491,0.038011425043753856,0.6832869315838527,0.6699413413067073
0.18724550384143734,0.033433114747256534,0.07409754698456483,0.4507059667873292
0.030270492823827308,0.013718427646749454,0.9995219049779105,0.09823230034435892
0.1281813889467856,0.03664936801041855,0.7568464956629707,0.7958934011880627
0.07995695839155548,0.031151325342473907,0.9299197629600091,0.5592368837585433
0.2359001602649355,0.044782784039946504,0.03845443885351685,0.9194138868875504
0.07910875563706327,0.03539880084765527,0.4164505212746604,0.4503759453548152
0.12769657093371026,0.028099993083381694,0.4520516261316362,0.39914071938628504
0.0431754664486068,0.042833525496670743,0.20405936867851537,0.8696199684023413
0.03111809339021268,0.02824791318698549,0.4876523441378524,0.15984372269843872
0.16692683241992393,0.03055128860498041,0.18585325751563486,0.7374809314279128
0.04712232807417877,0.016353132580838464,0.6871676330999628,0.7540701206720751
0.07517926689181385,0.0394970729681442,0.06945422518983069,0.09975744332330139
0.10391278893553108,0.05030160115368559,0.9933395298564779,0.9697490473275885
0.15034127246773524,0.0286197981555345,0.6756290024419533,0.6633947220315085
0.15346899033174893,0.04017735903753549,0.1505682439950633,0.6073219946436431
0.158362346280984,0.028695756026668122,0.7984642144060176,0.8613784939275455
0.2547068976231317,0.04267890603210931,0.17896195874474086,0.2869026225092606
0.19477019091086434,0.03416885948424987,0.12373296805461731,0.8009311765701138
0.07347577336161032,0.03401640218180596,0.004923144040620331,0.5488729190875178
0.14392859021332352,0.02672451170606449,0.6112897501779728,0.4830056688935209
0.21448030436039847,0.04460967157602281,0.22338278237268372,0.8365999264263586
0.17424153960108302,0.030295676945374352,0.7137607491524841,0.8414069561264453
0.06714685401501388,0.028318596226433776,0.02611282329587683,0.041042267768685026
0.08891669400079422,0.04032485104312015,0.03185632747357037,0.4425694773509511
0.22229673602026753,0.04276300875698856,0.2355386896100392,0.6224877305542592
0.113047856842384,0.02111661576952914,0.9676083636708228,0.2935785534988059
0.15990430873274952,0.02755807372657404,0.42885941614635115,0.585043208778361
0.15315386764456504,0.030558835216288736,0.74142862928882,0.42544635191066194
0.14251071822106506,0.03594396326482575,0.9820707519854562,0.06043470384762606
0.09827484625837184,0.026376659043661228,0.6511824220634466,0.33651287721038625
0.07316150620414938,0.04874994437139981,0.8854592457184213,0.9085772029102508
0.16332178468844896,0.04895843480420144,0.3966240372594625,0.013003090430971476
0.24930567254703992,0.05759707657536216,0.5752026792498091,0.040641889755376304
0.11217186340217254,0.03614480124385263,0.6645319806543318,0.37726186016445007
0.17972261752308333,0.03822174136595305,0.5272294131839558,0.2435516283362893
0.08281218587031884,0.023486255082920907,0.6527163258187829,0.14313439358836233
0.046910107570922,0.027561606089056716,0.9611114257232297,0.11220024750014213
0.07835227397779446,0.02681864445399225,0.8913837997512366,0.39264981499713436
0.16750505590334575,0.033644667628844716,0.6059175248815996,0.9984113339440266
0.03448371702913709,0.024194716759175162,0.9965437820092958,0.7237135781553788
0.1375996283206619,0.02986264402350962,0.7940850757884901,0.8177216376433782
0.052307165425319734,0.01548941204768017,0.8699600560675813,0.378116744878755
0.04048737059505488,0.03469356994104143,0.4428615355997919,0.8297645894161565
0.1546246223543708,0.047295853514487785,0.9052991553639991,0.4270968468526859
0.09669024723540938,0.026702718692554677,0.7406839822337707,0.3494206941565645
0.07706965792493006,0.035364018211712804,0.25045277489318174,0.9641726342615246
0.012437694157245853,0.010461641654706203,0.935447602692866,0.37310665603167403
0.19656375524786004,0.044782515676971224,0.04397700798534199,0.6237364605252691
0.13743494605668197,0.04281425611007346,0.7075214053068072,0.39842882996671114
0.055120048772723515,0.024085706633114295,0.9472358948532514,0.5722303067155121
0.05147267865031365,0.029704437046405924,0.8127140304371493,0.5434168702449267
0.08298953112112158,0.03485740570198509,0.8088219493519273,0.2992511092795186
0.19673891116194137,0.03512137700600302,0.6043599788132069,0.9813296506445208
0.15265864720517452,0.030742106024831486,0.6876350718533231,0.957050745979148
0.11128668288013568,0.022646871192623708,0.27702024134052916,0.17367945599944268
0.12153932625550058,0.026724568201138752,0.06173871439898693,0.6880913421558996
0.16873003926198407,0.03197929132347636,0.37753194207815066,0.3632891506195004
0.08512188102314008,0.0420105394718988,0.8858516744653816,0.43401273695305675
0.0650320708480414,0.03182539058737528,0.440172676790868,0.9366263346949956
0.0705989939736441,0.023974937757398614,0.5757313685851648,0.1522396484241616
0.08507783634018416,0.017911762455537335,0.6697848198346401,0.6400769864746769
0.05326796922540949,0.04695713812404009,0.06269322351777806,0.6953454059790871
0.0946940508190663,0.034063409447222234,0.8028082008888625,0.5143493999703205
0.07956613366593797,0.04707780568004161,0.15758847876275062,0.1303316246688757
0.19996351917399324,0.04773122798701825,0.09629175864436956,0.75197782114782
0.05549098611908643,0.03625822634953434,0.9647442203848721,0.7454112339300775
0.20050784404770325,0.0365449212438113,0.02717109686451935,0.6815939528874507
0.061968178435360115,0.03735571791758015,0.6697437752238737,0.7566072290365212
0.08922705015194457,0.03691765191965704,0.7528509053810475,0.7970054371674625
0.16652901994123473,0.037228050523264694,0.8538853034770439,0.003254000694598802
0.08930827028940765,0.04679490238345156,0.09948725592756669,0.3790625355559215
0.09931541086529685,0.040221889123362,0.1659108742916744,0.3653140578949279
0.04231443766906366,0.03900052838688466,0.11204481880313999,0.7020200331442908
0.13232107635190132,0.03673630071679995,0.38561512920443597,0.19133263885474516
0.10826641944185955,0.044267776423504906,0.17770858896439323,0.7031108922850038
0.031391103701163305,0.016118437008337583,0.9445701548936388,0.536198757172424
0.14014121528832382,0.029446409383694555,0.5562873367294864,0.41357600910671743
0.2095724993238974,0.041335302213656985,0.6475731290484802,0.6631958269799761
0.07357283535733651,0.025474571191036494,0.9078727347340048,0.704371418891185
0.03995590530106359,0.022203714320082613,0.3971955467734243,0.34303467577874014
0.21194603763805522,0.0525157507281675,0.5001167677258768,0.5700052440969928
0.15289030986080368,0.04025803658779017,0.07369119467101992,0.18164051085331523
0.1381161590202082,0.03109371804204854,0.4423106801991412,0.7031879105225205
0.10236429625476758,0.0374710865811309,0.9729349590464099,0.21390095805483633
0.08948074726738502,0.029157140469148694,0.2513339020927914,0.5489232615974062
0.1344023509536512,0.044088052399906014,0.43274275115821215,0.8985672477775317
0.1599966411072201,0.03195482079904547,0.20462369602513297,0.6358874037982334
0.03952852166646589,0.029920826424691654,0.8465801166054623,0.18908574069188
0.1360440082827725,0.031799835400976806,0.6480663003142809,0.6422966170928109
0.0837173174946973,0.014085888591020976,0.197273144940609,0.7711097673396987
0.09905516231625093,0.04324392312784758,0.8395775777160525,0.08478457055099442
0.16763131306758436,0.050532470812044566,0.6905098014609956,0.6313025486654983
0.1400582351737169,0.02361402156399501,0.44342874656281084,0.4958153163425232
0.07447702486245121,0.0203025413451182,0.43673789380301353,0.21262979328640264
0.09220396763881665,0.02635241635683374,0.63450473557675,0.4750000482524105
0.045283594631317536,0.03307705042754633,0.9868239409053844,0.915134956693806
0.10533211312768866,0.026512351215997335,0.2579817134575756,0.676014335162283
0.2861656341093028,0.05117850120754551,0.22921453227373623,0.9818458319022716
0.1306778914175368,0.02265852046677308,0.9717171828930895,0.9086729210473036
0.13623264140898803,0.04127898679086313,0.7186292674463535,0.5670314295305264
0.1476174397780436,0.04503973714254736,0.9503817144051793,0.21271168507301208
0.08395523046170812,0.044638673507119496,0.779163619457347,0.992520626469785
0.09107594903180032,0.04361526698283344,0.36626943099679665,0.9981033201984003
0.12663321314179926,0.025815595318421612,0.2430757616232715,0.9294412535139299
0.18134097763079,0.041662541605768,0.4712899542416408,0.40416192948027874
0.17243016141602513,0.04712909053069701,0.24558446043490267,0.4195773812354494
0.2752504539744584,0.05262859576574566,0.7086871210520865,0.005328404110093943
0.08338540232839464,0.028023132394500654,0.039782809540817365,0.6576606992020236
0.08043651356701581,0.03904572020202507,0.6587231813130888,0.6376240849887223
0.10447347538586184,0.0180131444408564,0.9111652664167655,0.49696257320556847
0.08843727919405618,0.03766701302106174,0.32617813131875084,0.6611120382326662
0.2389364386523108,0.04332492149710385,0.13039266736200117,0.6371686235016552
0.1102314930183047,0.03025726427787393,0.7382080563788146,0.691758705465047
0.14903792065658028,0.04919049474128706,0.921091465543405,0.8258005416656721
0.07746151859120005,0.02346302501184369,0.26471108564130963,0.9671571651694684
0.06360999569569518,0.032103213323652575,0.4131010272153125,0.21391342193055507
0.22308708216280287,0.03882874261618667,0.5052306241320195,0.01881779260516614
0.02898537095462207,0.016845151492471365,0.9185914290412707,0.4526191233053912
0.17686975758781726,0.04037633554105688,0.3316020778065283,0.37618733180338815
0.13412190293796245,0.02393999327490034,0.42499319835578253,0.9397818861390608
0.04784920554163283,0.030758494163540144,0.5664143595868321,0.360256151892409
0.11260842366942816,0.030004150994767467,0.2960558604042143,0.6033160678081743
0.1928469029501749,0.03605426508364742,0.7725490768471636,0.9654478785357319
0.05652336085034282,0.0365404613808071,0.5067129116921256,0.9228118201385102
0.10201763105704151,0.031148272819429584,0.6920058686704067,0.33088260533856095
0.04950254769439646,0.0279317637142939,0.28933213947305403,0.5053623472897836
0.1419138277512962,0.0456202871605694,0.6422523665423462,0.4640130937018656
0.09053651456603025,0.03293282780519386,0.8432951189329123,0.21350285713607164
0.21549907528051204,0.04042057049897507,0.0560178449102664,0.5894719612447086
0.06598045874977604,0.03348883222459368,0.5717169486297544,0.20779379989215285
0.12651573964353946,0.03757214028390105,0.2829771674197662,0.5928753998638123
0.04302005106549778,0.02711627602267557,0.4162381838698571,0.6745595062102292
0.052289994530712064,0.01842448165486471,0.5785771665612641,0.548425756386672
0.04557281653778453,0.023716331820475854,0.24632586875871187,0.45101690074407963
0.10230857303671007,0.041919996210827856,0.7639970358979759,0.4768650608211906
0.10793449834307213,0.04384253345973446,0.7124956331392854,0.7843986932455203
0.08673819336373755,0.018025929596046382,0.8535129583769895,0.3350923016541918
0.13811521029657126,0.026018535111195246,0.747623659796705,0.5339297057473018
0.0650022703293424,0.021241678869054266,0.7737158384377364,0.7281174901492615
0.0862549322109076,0.02460153066029689,0.9137507996645696,0.061318019199192
0.08575723229323584,0.04348335664430791,0.5662465639534517,0.14543169448513882
0.14347052640825173,0.034421917938706276,0.48659178623161814,0.3480378412204729
0.2811947698081721,0.04698115413165187,0.660100811749354,0.6702245730125806
0.14770735105755184,0.040624489006959766,0.13746828234044894,0.5111376036193228
0.18627959961907845,0.03247733165821566,0.7573896098660252,0.45374978546474054
0.03679167438481833,0.032887746135115234,0.3751028040296125,0.41675409416289355
0.3296990143853957,0.05565459326953608,0.23042504852176415,0.7616491792028077
0.1562884261447723,0.04684777658892353,0.8181244261074395,0.3014142845137049
0.14364346588788215,0.026838629823814512,0.3728391152393429,0.9444912962008096
0.16787953323083177,0.03778859028045343,0.3404441776402811,0.42473876108433695
0.14145753184231352,0.030130357530244206,0.8224852108384957,0.4705785187387578
0.2380123259532433,0.04566332539718375,0.3120744007826559,0.9160573149734069
0.05721401034366951,0.04483749171412365,0.9646288129181331,0.18301686649005267
0.03007007839248194,0.02781043801078216,0.09929023286422978,0.6458289303722631
0.06932671097520128,0.023635187440337335,0.5326402688992633,0.9044946557524673
0.10179738060992019,0.03344949849315904,0.42082972569030186,0.9315904354144406
0.06341266510213245,0.027770991579187693,0.13579491470624383,0.7147121749823886
0.1655149573108381,0.03861878097858929,0.8430864439516411,0.23478659294497983
0.10800040950202149,0.019901018383313807,0.9338670636565544,0.9358362159586944
0.10082117914426686,0.027766986707091372,0.21342327901143876,0.4510881657728155
0.0893824669064633,0.024195982086438455,0.9745686688812616,0.9044786890243092
0.10627676557964373,0.02986844399963769,0.7173256093180577,0.7799642083118073
0.050199943122227766,0.03267530132811512,0.2219288993471482,0.7828006204893433
0.0983900808038465,0.04363637754099516,0.05356560367595298,0.29860250036706526
0.06733798135901384,0.019977843650337695,0.3336660684020436,0.3439778922721376
0.06334151063082516,0.055897729816584196,0.6708276461686317,0.15060226911545016
0.07658279539415225,0.03760036020561541,0.9478857406424082,0.9074576248828589
0.049715704356019956,0.02703528781340743,0.45452282889681095,0.422508388720351
0.25495170170216036,0.05022591773225245,0.7414619081596702,0.7519433165064714
0.13128722276610627,0.03511294591086228,0.2741678432594362,0.26242064281602273
0.11459295498897906,0.028657055096162933,0.9990539572463929,0.8098615383992214
0.10452543117988508,0.025515765665738523,0.25682818531567153,0.924024968709247
0.10345382575243219,0.02268859153822017,0.9210103817952604,0.06086257737068679
0.0636671649395535,0.016418048708071488,0.9091614054416263,0.7292440067313694
0.1262137532072184,0.04478155491188842,0.5172837007916021,0.6410656270799515
0.15604100821390107,0.03543641238886699,0.41038143380180614,0.7410251292497436
0.1252692582935255,0.04629210296535405,0.4647180890210272,0.5332398986056452
0.14684608672732383,0.04258757365309678,0.8435666430233923,0.44770558975618036
0.05248763938375889,0.026133411182472005,0.7014946369787782,0.35745292262224815
0.1584753511597642,0.029387269603901943,0.8285563964628277,0.7029955223122184
0.11218963413212779,0.037951096785917585,0.14127270633930322,0.936930461917954
0.09399202409762619,0.04295392817207478,0.8109964324108316,0.7416445358746179
0.11385322070144353,0.03966716886899507,0.9426793907984523,0.7300016813689998
0.04548833177716743,0.02648122711323514,0.8997714114340951,0.19313461554740652
0.11475134911094141,0.02369651258239918,0.7196064603848868,0.9924927822661883
0.1175003976362268,0.04655600865376915,0.4389495298149497,0.4570267079149283
0.05109945778990364,0.038048219621251995,0.11375834039186028,0.4222972863425497
0.15184399079695232,0.03946176734911128,0.6304501006331321,0.7492734531888446
0.1652354846215233,0.029694972321309847,0.7067062449453064,0.39559655226877877
0.09223442077124164,0.026745195742808852,0.5674462602729407,0.751051978371637
0.07796013002513896,0.041314798416743785,0.8599292985254086,0.1793832585414602
0.12227791604958696,0.03127755136727008,0.7882745112419053,0.21303165042940075
0.058168488060524964,0.02088605252978269,0.6859720626265259,0.21538760827943704
0.2158365829170974,0.03607402726508825,0.8807779948405587,0.06662059453398617
0.12029508752173784,0.027265260357292674,0.11360179418273464,0.5764310926448274
0.2254204966258067,0.03764593285107559,0.7231790840321277,0.6667587447327894
0.2050490192729078,0.05846705184259922,0.7297741856876526,0.5850401604343571
0.12212166477261678,0.029706036207480257,0.7008341676485004,0.11221767433397767
0.20998051413323632,0.03831103352570107,0.19905214893106338,0.049655426492721144
0.14953827786604174,0.047249281740109735,0.297029826413186,0.9160839530885608
0.06340093119807783,0.026429707397300217,0.9401536011524012,0.6055545382392908
0.13407599078906007,0.025393025268734513,0.06365186446984783,0.18548602802806669
0.09692867406168762,0.0182363559601799,0.4906718508011104,0.45985545495274605
0.08064847351380498,0.02845086312148501,0.38964215586887563,0.34423834973357215
0.12516128912616287,0.040856540135142366,0.3723622957939178,0.06885098683137936
0.14233393849921508,0.04412187594547009,0.27656850645347386,0.8910242589411583
0.14035019352386832,0.038828343758473965,0.7571847966278549,0.730481247210879
0.1197289727429623,0.02954698026344237,0.7948030413694598,0.6182058027733128
0.07425043783197817,0.02158655394514076,0.6989178397072455,0.5586942014330392
0.1109664197378012,0.03404218147914946,0.8992403236847584,0.5777095297784602
0.09319222552379838,0.03468545415042925,0.14932834485451163,0.8565614151042195
0.0695095050645255,0.044367292816387925,0.4273282618466707,0.7989673155697868
0.18499792380797633,0.0404895975090637,0.19709047953984404,0.4291732649153227
0.2601758768865219,0.04703713950079108,0.28694082715013103,0.08459178162984926
0.12488716698082525,0.041865391435397796,0.054323011488488615,0.228690531668436
0.07070736654029369,0.045565087569346935,0.40336099967916206,0.9516889338045287
0.08090199981445814,0.035712710940669655,0.13735024441462695,0.3458870477531243
0.044844632784080234,0.03386647369657391,0.7246614228201824,0.44783240403357283
0.13723625993259095,0.030799605104411525,0.4736601341204254,0.8810903519165221
0.20713358337922652,0.040369634578744616,0.5133529904188424,0.01471255452971909
0.18836617990709825,0.05376289815075905,0.3259344409909436,0.30052217013994487
0.09476400787612502,0.041418691423372345,0.0920474130366925,0.5077800807863992
